Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785953759,20,,Aggregated,31.600000,0.000000,27,32,36,39,51,64,77,92,160,170,170,3057,0,27,31.511952279686778,15.502082999773847,165.1162079997448,1195.381419692509
1785953760,20,,Aggregated,31.600000,0.000000,27,32,36,39,50,64,77,92,160,170,170,3093,0,27,31.533211456838263,15.502082999773847,165.1162079997448,1195.491432266408
1785953761,20,,Aggregated,30.600000,0.000000,27,32,36,39,50,64,77,91,160,170,170,3125,0,27,31.487094439681698,15.502082999773847,165.1162079997448,1195.51776
1785953762,20,,Aggregated,31.100000,0.000000,27,32,36,39,50,64,76,91,160,170,170,3159,0,27,31.43627198702296,15.502082999773847,165.1162079997448,1195.3659385881608
1785953763,20,,Aggregated,31.100000,0.000000,27,32,36,39,49,63,76,91,160,170,170,3189,0,27,31.358964892444583,15.502082999773847,165.1162079997448,1195.3446221386014
1785953764,20,,Aggregated,30.900000,0.000000,27,32,36,39,49,63,76,90,160,170,170,3221,0,27,31.33604042533609,15.502082999773847,165.1162079997448,1195.3626203042534
1785953765,20,,Aggregated,30.700000,0.000000,27,32,36,39,49,63,76,90,160,170,170,3254,0,27,31.327839198834916,15.502082999773847,165.1162079997448,1195.3291333743086
1785953766,20,,Aggregated,31.400000,0.000000,27,32,36,39,49,63,76,90,160,170,170,3285,0,27,31.282724252666625,15.502082999773847,165.1162079997448,1195.3686453576865
1785953767,20,,Aggregated,31.300000,0.000000,27,32,36,39,49,63,76,89,160,170,170,3314,0,27,31.2851284713367,15.502082999773847,165.1162079997448,1195.436934218467
1785953768,20,,Aggregated,32.000000,0.000000,27,32,36,39,49,63,76,89,160,170,170,3345,0,27,31.310051981168968,15.502082999773847,165.1162079997448,1195.3584454409568
1785953769,20,,Aggregated,31.400000,0.000000,27,32,36,39,49,63,76,89,160,170,170,3377,0,27,31.254943540720557,15.502082999773847,165.1162079997448,1195.3387622149837
1785953770,20,,Aggregated,31.400000,0.000000,27,32,36,39,49,62,76,89,160,170,170,3408,0,27,31.256235855051493,15.502082999773847,165.1162079997448,1195.4325117370893
1785953771,20,,Aggregated,32.000000,0.000000,27,32,36,39,49,63,76,89,160,170,170,3441,0,27,31.300761297883774,15.502082999773847,165.1162079997448,1195.4048241790176
1785953772,20,,Aggregated,31.500000,0.000000,27,32,36,39,49,63,76,91,160,170,170,3473,0,27,31.33600794213072,15.502082999773847,165.1162079997448,1195.3961992513678
1785953773,20,,Aggregated,31.300000,0.000000,27,32,36,39,49,63,76,90,160,170,170,3503,0,27,31.30462036112569,15.502082999773847,165.1162079997448,1195.411932629175
1785953774,20,,Aggregated,31.600000,0.000000,27,32,36,39,49,63,76,90,160,170,170,3539,0,27,31.267949042956126,15.502082999773847,165.1162079997448,1195.393896580955
1785953775,20,,Aggregated,31.900000,0.000000,27,32,36,39,49,63,76,90,160,170,170,3570,0,27,31.241186332498636,15.502082999773847,165.1162079997448,1195.3053221288515
1785953776,20,,Aggregated,31.300000,0.000000,27,32,36,39,48,63,75,89,160,170,170,3601,0,27,31.194094926969818,15.502082999773847,165.1162079997448,1195.2582615940016
1785953777,20,,Aggregated,31.500000,0.000000,27,32,36,39,49,63,76,90,160,170,170,3633,0,27,31.306807470139713,15.502082999773847,165.1162079997448,1195.292045141756
1785953778,20,,Aggregated,31.400000,0.000000,27,32,36,39,49,63,76,90,160,170,170,3664,0,27,31.265290927406173,15.502082999773847,165.1162079997448,1195.3681768558952
1785953779,20,,Aggregated,31.400000,0.000000,27,32,36,39,48,63,76,90,160,170,170,3695,0,27,31.236493887690948,15.502082999773847,165.1162079997448,1195.4159675236806
1785953780,20,,Aggregated,31.700000,0.000000,27,32,36,39,48,63,76,89,160,170,170,3730,0,27,31.173774664079907,15.502082999773847,165.1162079997448,1195.4300268096515
1785953781,20,,Aggregated,31.200000,0.000000,27,32,36,39,48,63,76,89,160,170,170,3765,0,27,31.160405201598447,15.502082999773847,165.1162079997448,1195.3814077025233
1785953782,20,,Aggregated,31.600000,0.000000,27,32,36,39,48,62,76,89,160,170,170,3797,0,27,31.132235031871314,15.502082999773847,165.1162079997448,1195.3997893073479
1785953783,20,,Aggregated,32.500000,0.000000,27,32,36,39,48,62,76,89,160,170,170,3832,0,27,31.093668080379395,15.502082999773847,165.1162079997448,1195.455636743215
1785953784,20,,Aggregated,32.100000,0.000000,27,32,36,39,48,62,76,89,160,170,170,3866,0,27,31.0981737268525,15.502082999773847,165.1162079997448,1195.5059493016038
1785953785,20,,Aggregated,32.700000,0.000000,27,32,36,39,48,61,76,89,160,170,170,3894,0,27,31.115410866721486,15.502082999773847,165.1162079997448,1195.5374935798664
1785953786,20,,Aggregated,32.800000,0.000000,27,32,36,39,48,62,75,89,160,170,170,3924,0,27,31.143782216363228,15.502082999773847,165.1162079997448,1195.4793577981652
1785953787,20,,Aggregated,32.400000,0.000000,27,32,36,39,48,62,75,89,160,170,170,3950,0,27,31.129014578229267,15.502082999773847,165.1162079997448,1195.5273417721519
1785953788,20,,Aggregated,32.400000,0.000000,27,32,36,39,48,61,75,89,160,170,170,3986,0,27,31.1324750173121,15.502082999773847,165.1162079997448,1195.474410436528
1785953789,20,,Aggregated,32.300000,0.000000,27,32,36,39,48,61,75,88,160,170,170,4018,0,27,31.079154358637503,15.502082999773847,165.1162079997448,1195.450223992036
1785953790,20,,Aggregated,31.800000,0.000000,27,32,36,39,48,62,75,88,160,170,170,4045,0,27,31.09828636366053,15.502082999773847,165.1162079997448,1195.4514215080346
1785953791,20,,Aggregated,32.500000,0.000000,27,32,36,39,48,61,75,88,160,170,170,4079,0,27,31.083336369946146,15.502082999773847,165.1162079997448,1195.4388330473155
1785953792,20,,Aggregated,31.800000,0.000000,27,32,36,39,48,62,75,89,160,170,170,4113,0,27,31.166221840751216,15.502082999773847,165.1162079997448,1195.4702163870654
1785953793,20,,Aggregated,31.100000,0.000000,27,32,36,39,48,63,76,89,160,170,170,4145,0,27,31.199511754888437,15.502082999773847,165.1162079997448,1195.4241254523522
1785953794,20,,Aggregated,31.300000,0.000000,27,32,36,39,48,63,76,89,160,170,170,4174,0,27,31.157056244612598,15.502082999773847,165.1162079997448,1195.467656923814
1785953795,20,,Aggregated,30.700000,0.000000,27,32,36,39,48,63,75,89,160,170,170,4207,0,27,31.161936429287486,15.502082999773847,165.1162079997448,1195.5431423817447
1785953796,20,,Aggregated,31.100000,0.000000,27,32,36,39,48,62,75,89,160,170,170,4240,0,27,31.132695454484455,15.502082999773847,165.1162079997448,1195.632783018868
1785953797,20,,Aggregated,31.600000,0.000000,27,32,36,39,48,62,75,89,160,170,170,4269,0,27,31.116316668075324,15.502082999773847,165.1162079997448,1195.638322792223
1785953798,20,,Aggregated,31.000000,0.000000,27,32,36,39,48,62,75,88,160,170,170,4302,0,27,31.110837881221126,15.502082999773847,165.1162079997448,1195.6236634123663
1785953799,20,,Aggregated,31.500000,0.000000,27,32,36,39,48,62,75,88,160,170,170,4329,0,27,31.094550151307498,15.502082999773847,165.1162079997448,1195.6012936012935
1785953800,20,,Aggregated,31.800000,0.000000,27,32,36,39,48,61,75,88,160,170,170,4362,0,27,31.09545797547201,15.502082999773847,165.1162079997448,1195.5972031178358
1785953801,20,,Aggregated,31.100000,0.000000,27,32,36,39,48,61,75,88,160,170,170,4394,0,27,31.11914568730325,15.502082999773847,165.1162079997448,1195.6181156121984
